CLIENTNUM,review,date,City,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attrition_Prob_Yes,NB_Attrition_Prob_No,Churn_Type,annual_income,monthly_income,DTI_ratio,DTI_Risk_Level,Credit_Score,Loan_Default_Flag,Number_of_Defaults,Last_Default_Date,Default_Amount,Bankruptcy_History,Bankruptcy_Flag,Adjusted_Credit_Score,Moodys_Rating,Payment_History_Flag,Payment_Risk,estimated_annual_revenue,sentiment_result,sentiment_label,sentiment_score,sentiment_numeric,review_lower,category,nps_category,nps_summary,nps_value
711854808,... however in recent times they have gone way downhill I have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) I make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! How the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,6-Jan-25,Kelowna,Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516.0,0,34516.0,0.965,4734,57,0.541,0.0,0.98576,0.01424,Voluntary,165309,13775.75,0.0,Low Risk,560.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,560.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9844614863395691}",NEGATIVE,0.9844614863395691,-0.9844614863395691,... however in recent times they have gone way downhill i have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) i make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! how the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,Other,Detractor,93.66812227074236,0
714342033,surely this cant be legal if i had agreed to a certain plan you shouldn't chance it beware and stay away from these shady and immoral buisness practices!,6-Jan-25,Canmore,Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516.0,0,34516.0,1.038,4863,56,0.474,0.0,0.99,0.01,Involuntary,194386,16198.833333333334,0.0,Low Risk,571.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,571.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9985263347625732}",NEGATIVE,0.9985263347625732,-0.9985263347625732,surely this cant be legal if i had agreed to a certain plan you shouldn't chance it beware and stay away from these shady and immoral buisness practices!,Other,Detractor,93.66812227074236,0
718353633,Not to mention when they put things on a normal credit they add interest? Why because I decided I wanted to pay?!,6-Jan-25,Innisfil,Attrited Customer,50,M,1,Post-Graduate,,$80K - $120K,Gold,36,2,3,2,34516.0,0,34516.0,1.032,5547,75,0.744,0.0,0.99565,0.00434923,Voluntary,119068,9922.333333333334,0.0,Low Risk,561.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,561.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9973655343055725}",NEGATIVE,0.9973655343055725,-0.9973655343055725,not to mention when they put things on a normal credit they add interest? why because i decided i wanted to pay?!,Other,Detractor,93.66812227074236,0
718113633,"I have been an Argos card holder for years. It's been great for small household items, as the interest free credit below £100 has ensured I've purchased items there. However, now this only kicks in over £99 for 3 months and £199 for 6. Small items are charged at 34.9%. I'll use my much cheaper (interest free) credit card instead.",6-Jan-25,Truro,Attrited Customer,41,M,3,Uneducated,Married,$120K +,Blue,36,1,2,3,34516.0,0,34516.0,0.377,5603,56,0.244,0.0,0.99513,0.00487126,Involuntary,133617,11134.75,0.0,Low Risk,580.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,580.0,B,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9942141175270081}",NEGATIVE,0.9942141175270081,-0.9942141175270081,"i have been an argos card holder for years. it's been great for small household items, as the interest free credit below £100 has ensured i've purchased items there. however, now this only kicks in over £99 for 3 months and £199 for 6. small items are charged at 34.9%. i'll use my much cheaper (interest free) credit card instead.",Positive Experience,Detractor,93.66812227074236,0
720353808,"+ 0.66 interest on 23/01/25.No mention of any payment + late payment I had made in December 2024.The cheque I sent you has cleared.Why would you not have that last payment made on the account printed on the statement? Hopefully you can provide some clarity? Shocking customer service.Argos will now no longer provide a service online @ My Argos card.You either need to pay on a App or Cheque.Hopefully I will not have to deal with these pirates in the near future.I rang your automated line tonight, the recorded voice on the phone sounded abysmal.Argos are stuck in a time warp! Good luck to Customers, who like me have had the misfortune to have a credit card with them!",4-Jan-25,Val-d'Or,Attrited Customer,34,M,3,High School,,$80K - $120K,Silver,21,1,2,3,34516.0,0,34516.0,0.794,9177,50,1.083,0.0,0.9943,0.0057,Involuntary,89935,7494.583333333333,0.0,Low Risk,663.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,513.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9975444674491882}",NEGATIVE,0.9975444674491882,-0.9975444674491882,"+ 0.66 interest on 23/01/25.no mention of any payment + late payment i had made in december 2024.the cheque i sent you has cleared.why would you not have that last payment made on the account printed on the statement? hopefully you can provide some clarity? shocking customer service.argos will now no longer provide a service online @ my argos card.you either need to pay on a app or cheque.hopefully i will not have to deal with these pirates in the near future.i rang your automated line tonight, the recorded voice on the phone sounded abysmal.argos are stuck in a time warp! good luck to customers, who like me have had the misfortune to have a credit card with them!",Poor Customer Service,Detractor,93.66812227074236,0
710980383,Abysmal,4-Jan-26,Happy Valley-Goose Bay,Attrited Customer,53,M,3,High School,Single,$80K - $120K,Silver,33,2,2,3,34516.0,0,34516.0,0.534,6361,74,1.114,0.0,0.9943,0.0057,Involuntary,103070,8589.166666666666,0.0,Low Risk,664.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,664.0,Baa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9967633485794067}",NEGATIVE,0.9967633485794067,-0.9967633485794067,abysmal,Other,Detractor,93.66812227074236,0
768712383,"I owned a Argos credit card, paid the Balance outstanding by cheque £1,065.02. In November 2024.I then received a statement to advise my November payment by cheque which according to Argos did not arrive in time by 23rd.Argos then charged me a late payment & a further monthly interest payment.I then paid this amount by cheque In mid December.I then received a statement today 04/01/25 to advise I need to pay 39.05",4-Jan-27,Sept-ÃÅ½les,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0,34516.0,0.757,8173,91,1.022,0.0,0.99938,0.00061727,Involuntary,145376,12114.666666666666,0.0,Low Risk,651.0,1,5,2022-07-21 22:36:53.079494,12605.58,No,0,651.0,Baa,good,good,50.0,"{'label': 'NEGATIVE', 'score': 0.9973682761192322}",NEGATIVE,0.9973682761192322,-0.9973682761192322,"i owned a argos credit card, paid the balance outstanding by cheque £1,065.02. in november 2024.i then received a statement to advise my november payment by cheque which according to argos did not arrive in time by 23rd.argos then charged me a late payment & a further monthly interest payment.i then paid this amount by cheque in mid december.i then received a statement today 04/01/25 to advise i need to pay 39.05",Other,Detractor,93.66812227074236,0
712766208,Big con. Store card you can only pay with your debit card and you can't do balance transfers. AVOID!!! READ ALL NEGATIVE FEEDBACK ON HERE,24-Dec-24,Whitehorse,Attrited Customer,45,M,5,Uneducated,Single,$120K +,Silver,36,4,2,1,34516.0,0,34516.0,0.732,8603,84,0.615,0.0,0.98504,0.01496,Involuntary,183235,15269.583333333334,0.0,Low Risk,483.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,483.0,Ca,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9995948672294617}",NEGATIVE,0.9995948672294617,-0.9995948672294617,big con. store card you can only pay with your debit card and you can't do balance transfers. avoid!!! read all negative feedback on here,Other,Detractor,93.66812227074236,0
708564858,You dont deserve the one star Argos. Will no longer be using Argos now that newday have taken over this card. You dont get the 6 / 12 interest free now as much as you did. Sorry but Im out.,8-Dec-24,Kitchener,Attrited Customer,33,M,2,College,Married,$120K +,Gold,20,2,1,4,34516.0,0,34516.0,1.004,9338,73,0.622,0.0,0.99438,0.00562,Involuntary,160764,13397.0,0.0,Low Risk,523.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,523.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9974620342254639}",NEGATIVE,0.9974620342254639,-0.9974620342254639,you dont deserve the one star argos. will no longer be using argos now that newday have taken over this card. you dont get the 6 / 12 interest free now as much as you did. sorry but im out.,Other,Detractor,93.66812227074236,0
718665033,You dont deserve the one star Argos,8-Dec-24,Oshawa,Attrited Customer,44,M,5,Doctorate,Single,$60K - $80K,Silver,36,2,3,4,34140.0,0,34140.0,0.877,8177,76,0.52,0.0,0.99857,0.00143279,Involuntary,62026,5168.833333333333,0.0,Low Risk,543.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,393.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9983686804771423}",NEGATIVE,0.9983686804771423,-0.9983686804771423,you dont deserve the one star argos,Other,Detractor,93.66812227074236,0
711012783,Really annoyed with this company firstly after taking out a card I'm told they have sold the card to another company then since charged twice for a purchase that I'm sure they were trying to charge interest on Also when I made another payment it was took off so paid three times then the next purchase was left on.,30-Nov-24,Victoria,Attrited Customer,43,M,4,Graduate,Single,$120K +,Blue,36,1,3,4,33384.0,0,33384.0,0.631,2066,46,0.769,0.0,0.99816,0.00184351,Involuntary,149310,12442.5,0.0,Low Risk,519.0,0,0,1900-01-01 00:00:00.000000,0.0,No,0,519.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9996765851974487}",NEGATIVE,0.9996765851974487,-0.9996765851974487,really annoyed with this company firstly after taking out a card i'm told they have sold the card to another company then since charged twice for a purchase that i'm sure they were trying to charge interest on also when i made another payment it was took off so paid three times then the next purchase was left on.,Attrition Intent,Detractor,93.66812227074236,0
780008358,"The worst customer service I have ever spoken with. pay my acc every month . Even tho I'm payin it they said pay a bit more 2.5the min amount. So I did now they say that I should of payed it a month behind in Oct when I only entered an agreement in Nov, am I meant to read 18 days into the future...... Joanne who is a manager has now sent my acc to the debt complaints team Even tho I am up to date . Argos need to sort out there stuff ASAP or they will be like woolworths GONE !!!!!!!",19-Nov-24,Red Deer,Attrited Customer,59,M,0,Uneducated,,$60K - $80K,Blue,48,2,6,2,13172.0,0,13172.0,0.876,2598,47,0.621,0.0,0.99208,0.00792,Involuntary,64397,5366.416666666667,0.0,Low Risk,480.0,1,5,2021-02-03 22:36:53.082888,4923.72,Yes,1,330.0,C,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9997590184211731}",NEGATIVE,0.9997590184211731,-0.9997590184211731,"the worst customer service i have ever spoken with. pay my acc every month . even tho i'm payin it they said pay a bit more 2.5the min amount. so i did now they say that i should of payed it a month behind in oct when i only entered an agreement in nov, am i meant to read 18 days into the future...... joanne who is a manager has now sent my acc to the debt complaints team even tho i am up to date . argos need to sort out there stuff asap or they will be like woolworths gone !!!!!!!",Poor Customer Service,Detractor,93.66812227074236,0
717174558,"I've had my Argos card for 8 years, it's the only card I use and found the service brilliant. But unfortunately they have sold out to Newday therefore I will no longer be a customer. I have have experiences with Newday when they took over a credit card I had years ago and it was terrible, I paid it off in full. The interest they were charging was unacceptable. Sorry Argos, I'm out.",13-Nov-24,Camrose,Attrited Customer,57,F,1,Uneducated,Single,Less than $40K,Blue,46,2,3,3,9129.0,0,9129.0,0.733,7733,81,0.884,0.0,0.99659,0.00341249,Involuntary,25292,2107.6666666666665,0.0,Low Risk,654.0,1,1,2021-08-04 22:36:53.084529,18952.91,Yes,1,504.0,Caa,bad,bad,50.0,"{'label': 'NEGATIVE', 'score': 0.9992227554321289}",NEGATIVE,0.9992227554321289,-0.9992227554321289,"i've had my argos card for 8 years, it's the only card i use and found the service brilliant. but unfortunately they have sold out to newday therefore i will no longer be a customer. i have have experiences with newday when they took over a credit card i had years ago and it was terrible, i paid it off in full. the interest they were charging was unacceptable. sorry argos, i'm out.",Other,Detractor,93.66812227074236,0
712307283,"It's with a very heavy heart I'm leaving a 2 star review ,Argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but I made it work but now there just taken the Pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one CMON ARGOS GET A GRIP WITH REALITY AND THE PPL THAT ARE USING THESE CARDS I've been with Argos card for 15 years but they have definitely lost my costum and believe me I won't be the only one",9-Nov-24,Innisfil,Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090.0,2517,6573.0,0.661,2239,43,0.72,0.277,0.99431,0.00569,Involuntary,185341,15445.083333333334,16.296448168511013,Low Risk,674.0,1,5,2021-06-23 22:36:53.084560,11316.77,No,0,674.0,Baa,good,good,553.4000000000001,"{'label': 'NEGATIVE', 'score': 0.9970321655273438}",NEGATIVE,0.9970321655273438,-0.9970321655273438,"it's with a very heavy heart i'm leaving a 2 star review ,argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but i made it work but now there just taken the pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one cmon argos get a grip with reality and the ppl that are using these cards i've been with argos card for 15 years but they have definitely lost my costum and believe me i won't be the only one",Positive Experience,Detractor,93.66812227074236,0
709536483,Got TV at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound Interest the day after the plan finished... phoned and they no what there doing scamers...,21-Oct-24,Terrace,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,49,5,0,3,8701.0,215,8486.0,0.527,1999,41,0.414,0.025,0.97266,0.02734,Involuntary,71309,5942.416666666667,3.6180566267932512,Low Risk,590.0,0,0,1900-01-01 00:00:00.000000,0.0,Yes,1,440.0,Ca,bad,bad,93.0,"{'label': 'NEGATIVE', 'score': 0.9993663430213928}",NEGATIVE,0.9993663430213928,-0.9993663430213928,got tv at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound interest the day after the plan finished... phoned and they no what there doing scamers...,Other,Detractor,93.66812227074236,0
