CLIENTNUM,Attrition_Flag,Attrition_Type,review,date,City,zipcode,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
713158083,Attrited Customer,Voluntary,"argos bought a pay april ater item then a month after bought a smaller gift. went to pay smallergift and its come off the item for pay later april4 months away. this is how argos gets you. its unfair. they are trying to force you to make the wrong sale so they can chargbe you 15 to 20 pounds on a item that like 30 pounds. ill be paying it all off tomorow and deleting my account as i know theyll have a excuse. itll be, you have to wait for statement, instead of well done for paying early. Amazing that next and very both dont do this.",29-Dec-21,High River,K1C1R4,56,M,2,High School,Single,$120K +,Blue,46,2,4,4,7327,0,7327,0.598,2185,41,0.864,0,0.99835,0.00164594
817332483,Attrited Customer,Voluntary,NEVER USE!!,18-Dec-21,Truro,K1C1R6,63,M,0,Doctorate,Single,Unknown,Blue,47,6,4,3,7306,0,7306,0.875,2445,43,0.593,0,0.9978,0.00219708
767784708,Attrited Customer,Voluntary,SERVICE IS TERRIBLE,18-Dec-22,Clarenville,K1C1T1,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277,504,6773,0.582,2356,40,0.29,0.069,0.99844,0.00155735
711357858,Attrited Customer,Voluntary,COMPALINTS TEAM AND PROCESS IS A JOKE,18-Dec-23,Sept-√É≈Ωles,K1C1T4,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,4,7246,0,7246,0.612,777,13,0.625,0,0.99814,0.00186317
797707008,Attrited Customer,Voluntary,"Apparently it's my fault the monthly payment never went through when they had a problem there end not mine ""which they admitted"" and in turn have put missed payments on my credit file!",18-Dec-25,Innisfil,K1C1T7,44,F,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222,0,7222,0.685,920,18,0.5,0,0.99286,0.00714
719564208,Attrited Customer,Voluntary,In my own work I deal with the general public and I would never speak to any of my clients the way some of there staff have spoken to me its horrendous!,18-Dec-27,Terrace,K1C1T9,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195,0,7195,1.035,2751,47,1.136,0,0.98513,0.01487
720725058,Attrited Customer,Voluntary,"I have asked for them to send me a copy of the call recordings, they said they did but never got it ??",18-Dec-29,Camrose,K1C1V2,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176,0,7176,0.45,1375,33,0.65,0,0.99794,0.00205937
714412308,Attrited Customer,Voluntary,I understand this is a company called HOME RETAIL GROUP?,18-Dec-31,Ottawa,K1C1V5,33,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,5,7140,0,7140,0.401,916,18,0.2,0,0.99892,0.0010775
804462633,Attrited Customer,Voluntary,DO YOUR SELF A FAVOUR and get well known low interest rate credit card instead I did and had no issues at all!,18-Dec-33,Edmonton,K1C1V9,43,F,3,High School,Divorced,Less than $40K,Blue,38,3,3,3,7084,0,7084,0.523,2287,44,0.294,0,0.99673,0.00326528
709708233,Attrited Customer,Voluntary,"Donít bother, you will almost always get rejected!",11-Dec-21,Rimouski,K1C1W8,49,F,3,Doctorate,Married,Less than $40K,Blue,29,3,4,2,7066,0,7066,0.479,1695,38,0.31,0,0.99695,0.00305345
718735908,Attrited Customer,Voluntary,"Rather shop at currys where they will give me a much higher credit limit and trust me! Always paid my bills on time never missed a payment. Stay away! Couldnít even get approved for £169, I ended up paying in full in the end! Shocking customer service, rejected before even actually properly checking a customers record. Big purchases will now go through currys anyway as they clearly trust me more than this store does, accepted far above.",11-Dec-21,Trail,K1C1X8,47,M,4,Graduate,Single,$120K +,Blue,35,3,4,3,7015,0,7015,0.456,1799,51,0.645,0,0.9974,0.00260048
712075083,Attrited Customer,Voluntary,"I have been trying to pay my Argos card now for three days Iím going round in circles I have phoned every number there is used live chat , I have now emailed head office , Iím late with my payment and I was on a debt plan , Iím at my wits end I cannot even get to speak to anyone and Iím just cut off , please donít use this company the services is horrendous,.",7-Dec-21,Spruce Grove,K1C1Y2,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982,0,6982,1.018,4830,50,0.724,0,0.99677,0.00323086
717001908,Attrited Customer,Voluntary,"The problem with the Argos card is that it seems to have been set up to trap people in debt. Other 'shops' in the same sector (AO, Very, Currys) offer between 12 months and 36 months for large purchases. Argos offer 6 months. On laptops costing between £1500 and £3000 this is ridiculous for the majority of people. The aim seems to get people off BNPL onto (very) high interest_bearing 'normal' credit. Since Sainsburys have taken over the situation is worsening. Even the maximum 12 months interest free periods are few and far between. It's a cut throat explotative way to run a business.... and certainly not one that is putting customers first. Argos.... your people are lovely. Your buyers have a good grasp of the market. Your pricing is competitive (even if you do not price match). But.... this transparent way of pushing people into debt with restrictive credit terms on large purchases is plainly wrong, if not immoral. It's a shame ... and does little for your reputation. If you arebgoing to offer credit....make it fair.",22-Nov-21,Moose Jaw,K1C1Y5,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936,0,6936,0.883,2874,44,0.63,0,0.99156,0.00844
717255333,Attrited Customer,Voluntary,Okay but service could improve,12-Nov-21,Clarenville,K1C1Z1,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921,0,6921,0.824,2729,44,0.467,0,0.99161,0.00839
717579258,Attrited Customer,Voluntary,IT RUIN YOUR CREDIT SCORE IF YOU DELAY 1 DAY TO MAKE YOUR PAYMENT.,9-Nov-21,Vancouver,K1C1Z3,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,2,3,3,6893,1462,5431,1.031,4782,50,0.351,0.212,0.99681,0.00319278
719318583,Attrited Customer,Voluntary,"ALSO, IT INCREASE MONTHLY WITH FEES OF 20% EVERY MONTH!",9-Nov-21,Montreal,K1C2A8,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866,2389,4477,0.395,862,13,0.182,0.348,0.99808,0.00191647
715671183,Attrited Customer,Voluntary,YOU DON'T FINISH PAYING FOR AN ITEM LITERALLY.,9-Nov-21,Toronto,K1C2B1,43,M,3,Uneducated,Married,$80K - $120K,Blue,31,6,3,4,6824,2517,4307,0.972,9045,67,0.595,0.369,0.99819,0.00181217
716924958,Attrited Customer,Voluntary,DO NOT RECOMMEND IT FOR EXPERIENCE.,9-Nov-21,Prince Albert,K1C2B5,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,0,3,6812,1926,4886,0.735,2288,48,0.778,0.283,0.97166,0.02834
711736083,Attrited Customer,Voluntary,I WILL CLEAR THIS CARD AND NEVER MORE USE IT,9-Nov-21,Summerside,K1C2B7,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769,274,6495,0.998,4885,54,0.35,0.04,0.99677,0.00323056
717640083,Attrited Customer,Voluntary,Store card designed to ruin your credit file,,Yarmouth,K1C2C1,59,M,1,High School,Married,$60K - $80K,Blue,36,3,2,3,6705,0,6705,0.749,731,18,0.5,0,0.99431,0.00569
805524708,Attrited Customer,Voluntary,"I am aware that this page is for the argos credit card, not argos card, but I can't find a page to review the argos card, so will do it here. Sorry Newday, maybe you can put pressure on argos to sort out their horrendous store card system so the overall reputation doesn't take more damage.",8-Nov-21,Fort McMurray,K1C2C5,52,F,3,High School,Divorced,Less than $40K,Blue,47,3,3,1,6629,2517,4112,0.932,2599,50,0.562,0.38,0.99095,0.00905
778381608,Attrited Customer,Voluntary,"Stay away from argos store card at all costs - this thing is only designed to ruin your credit report for years to come. Gives you credit, but doesn't let you set up repayments at the same time. That kind of practice should be illegal and get reported to trading standards.",8-Nov-21,Selkirk,K1C2C6,48,M,4,Doctorate,Single,$80K - $120K,Blue,28,3,3,4,6572,417,6155,0.584,1766,46,0.533,0.063,0.99873,0.00127462
714319233,Attrited Customer,Voluntary,"App login faulty and not working; online login claimed no such customer account exists, even though same data worked just fine with the phone system.",8-Nov-21,High River,K1C2E2,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36,3,3,6,6538,0,6538,0.556,2132,33,0.571,0,0.99938,0.00061727
709608708,Attrited Customer,Voluntary,"So by the time your payment date comes you have to somehow clairvoyanty know that a payment is due, or else they'll charge you £12 arrears fee and ruin your credit file for years to come. Still haven't succeeded in setting up a direct debit, finally managed to pay the 'arrears' which took me 5 phone calls because the phone self service system is illogical, convoluted and faulty. Worst experience ever and I want argos to take the default off my credit file. I will file a complaint.",8-Nov-21,Welland,K1C2E4,29,M,1,Graduate,Married,$60K - $80K,Blue,17,5,1,4,6500,2517,3983,0.915,9451,79,0.646,0.387,0.9933,0.0067
752604633,Attrited Customer,Voluntary,been trying to make payments since november 2020 on the website from the PC but it will not accept payments Just says error. Tried to ring numbers but one is automated & the other is just a single repeating 'Bleep' Not good at all and they charged me £51 interest + £12 late payment fee which I'm NOT PAYING because it's their fault.,31-Dec-20,North Bay,K1C2E8,57,M,2,College,Married,$40K - $60K,Blue,50,2,5,3,6462,0,6462,0.856,761,17,0.214,0,0.99697,0.00303398
721249158,Attrited Customer,Voluntary,Argos charges extortionate fees,29-Dec-20,Slave Lake,K1C2H2,42,M,2,Uneducated,Single,$60K - $80K,Blue,30,2,2,3,6414,0,6414,0.718,708,14,0.4,0,0.99495,0.00505
765459858,Attrited Customer,Voluntary,"Argos card app doesn't allow you to choose which credit you are paying and reallocates payment causing its users to be charged laye fees. I called the customer service and they could not care less. Also beware because they will charge you an extortionate 12 pounds fee on a late payment even if you, like me, only spent 23.",29-Dec-20,Canmore,K1C2J4,47,M,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,3,6397,0,6397,0.632,2511,56,0.556,0,0.99737,0.0026282
717874533,Attrited Customer,Voluntary,"Tried for months to pay my account online, system does not accept payment. I have spoken to advisor and they are aware of problem, but unable to advise when problem will be rectified. When purchasing goods from Argos service is excellent, Argos card services really let's the company down.",17-Dec-20,Edmundston,K1C2J5,46,M,2,High School,Single,$40K - $60K,Blue,36,5,2,2,6362,0,6362,0.596,1968,51,0.759,0,0.99104,0.00896
719685408,Attrited Customer,Voluntary,Due to an unexpected technical error on the site we cannot continue to service your My Argos Card account at this moment and you have been logged out. Please log in and try again.,15-Dec-20,Regina,K1C2J8,40,M,2,Uneducated,Married,$60K - $80K,Blue,29,3,2,2,6332,318,6014,0.783,2505,43,0.536,0.05,0.99153,0.00847
815908908,Attrited Customer,Voluntary,NOT GOOD ENOUGH,15-Dec-20,Sept-√É≈Ωles,K1C2L1,47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263,2517,3746,0.857,2613,50,0.724,0.402,0.99747,0.00252933
716448783,Attrited Customer,Voluntary,Lack of communication,14-Dec-20,Windsor,K1C2L7,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,4,3,6235,0,6235,0.848,1225,34,0.478,0,0.99737,0.0026282
714544908,Attrited Customer,Voluntary,"I have purchased something by Argos card and have returned it back the next day but in the Sainsbury Argos during the 2nd lockdown. I was given the refund voucher, however on my account it was not updated and then spoke to some on live chat. That person told me it will be put back within the next 5-7 working days.",14-Dec-20,Rimouski,K1C2M5,56,M,4,Graduate,Divorced,$60K - $80K,Blue,36,6,3,3,6224,0,6224,0.92,8979,68,0.581,0,0.99686,0.00314112
785262333,Attrited Customer,Voluntary,However it is not appearing on my account and the 2nd time I have spoken to someone and have been asking me unnecessary questions and the she ended the chat herself as she could not help.,14-Dec-20,Oshawa,K1C2N2,46,M,5,Uneducated,Unknown,$40K - $60K,Blue,40,5,4,3,6185,1960,4225,0.669,2225,45,0.875,0.317,0.99743,0.0025693
708298233,Attrited Customer,Voluntary,I then went to the Argos store and have been told to call as they have let me use their phone.,14-Dec-20,Halifax,K1C2N3,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,6184,0,6184,0.476,1756,49,0.324,0,0.98616,0.01384
709764483,Attrited Customer,Voluntary,"After 10mins I finally got to someone but she was complaining that she could not hear, she tried taking my personal number to contact me and again complained that she could not hear me. She then told me to contact back again and said she will put the phone down in 30s. Absolute time waste and nothing has been dealt with yet.",14-Dec-20,Saguenay,K1C2N6,61,M,1,Graduate,Unknown,$60K - $80K,Blue,53,1,1,2,6157,581,5576,0.583,4041,65,0.548,0.094,0.98102,0.01898
708653958,Attrited Customer,Voluntary,They wrote to say they suspended my account card. Donít remember getting a previous letter. I donít care. I donít want to use it anymore. Itís getting the payment down thatís the issue. Stupid young woman in Argos should never have thrust it at me. So they blame me for the debt. They slap on high interest. Iím paying extra what I can. Wish I had a lottery win to pay it off.,11-Jul-25,Winnipeg,K1C2N7,38,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114,1461,4653,0.772,2608,36,0.385,0.239,0.99137,0.00863
710958933,Attrited Customer,Voluntary,"Unable to make a payment from another credit card to close the balance because the card number is too long. I could only make a payment via DD, which I DON'T want to do. There is no information about this on their website. Can't wait to close this thing down. Customer Service - took me 10 min to go through security, clueless staff. Website appalling, no point using it as all managed by the app, which is painfully slow, not working most of the time and very limited.",5-Jun-25,Port Alberni,K1C2N8,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080,787,5293,0.975,4866,56,0.647,0.129,0.99467,0.00533
711161133,Attrited Customer,Voluntary,went on the phone talk to 3 different people at the customer service at Argos credit card about my card payment . All of them customer service is very poor Not freindly no helpful . 3 of them the same .,7-Jul-25,London,K1C2P3,36,F,2,Unknown,Single,Less than $40K,Blue,36,2,3,3,6071,0,6071,0.912,9338,59,0.903,0,0.997,0.00299743
778863258,Attrited Customer,Voluntary,I have had an argos card for years and have never had a problem always used buy now pay later and always paid on time because I'm very organised. However yesterday I had an email off then saying they had started a credit plan and my first payment was coming out on 25th and it was for a very shocking ammount of money. I originally thought it was fraud so I phoned up argos to then find it was a purchase I made last year that I hadn't paid off. Having looked back through my bank statements it looks like this wasn't paid however I had paid other stuff off on there more recently and cleared the card so I would have noticed the outstanding payment and paid it off. I think argos didn't show that I had this left to pay until my year was up then automatically charged me. I have no proof of any of this though because they send no emails all I have is an email of me ordering it and then my bank statement to show I never paid it but I have no proof of them not showing the outstanding payment in the app so I haven't been able to take this further. I have unfortunately had to pay the ammount and once it's all gone through I will be cancelling my argos card and never using again. It is a shame because I did enjoy using it but I believe they have conned me out of money.,19-Jul-25,Stratford,K1C2R2,46,F,4,Unknown,Married,Unknown,Blue,27,1,2,3,6030,0,6030,1.031,4983,62,0.442,0,0.99549,0.00451007
